LIDNUM,LAT,LONG,TIMEUNIT,NUMBER OF FIRST OCCURRENCES,NUMBER OF LAST OCCURRENCES,NUMBER OF OCCURRENCES,PROPORTION OF FIRST OCCURRENCES,PROPORTION OF LAST OCCURRENCES,OCCURRENCES IN FOCAL AREA (t-1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t-1),OCCURRENCES IN FOCAL AREA (t+1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t+1),FIRST OCCURRENCES IN FOCAL AREA (t),LAST OCCURRENCES IN FOCAL AREA (t),OCCURRENCES IN FOCAL AREA (t),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t),PROPORTION OF FIRST OCCURRENCES IN FOCAL AREA (t),PROPORTION OF LAST OCCURRENCES IN FOCAL AREA (t),HYP1,HYP2,HYP3,LOP0,LOP1,LOP2,MEAN HYP,MEAN LOP,MAT,MAP,NPP,EXPECTED PROPORTION OF FIRST OCCURRENCES,EXPECTED PROPORTION OF LAST OCCURRENCES,NUMBER IMMIGRANT AND RESIDENT,NUMBER EMIGRANT AND RESIDENT,OCCURRENCES IMMIGRATION (t-1),OCCURRENCES IMMIGRATION (t),NUMBER IMMIGRANTS,NUMBER IMMIGRANTS (LOCALITY),OCCURRENCES EMIGRATION (t+1),OCCURRENCES EMIGRATION (t),NUMBER EMIGRANTS,NUMBER EMIGRANTS (LOCALITY),EXPECTED PROPORTION OF EMIGRATION,EXPECTED PROPORTION OF IMMIGRATION,SIGNIFICANCE FIRST,SIGNIFICANCE LAST,SIGNIFICANCE EMIGRATION,SIGNIFICANCE IMMIGRATION
28586,41.5326,1.7889,MN7-8,5.0,0.0,9.0,0.5555555555555556,0.0,0.0,0.0,325.9503645411017,468.0,93.8486436022061,39.0662324679468,260.38488064666655,283.0,0.3604227840308267,0.15003264540907946,49.79500129295341,0.0,0.0,24.3380082485332,9.294777970901443,15.18144450490104,1.0,0.8124201978037674,18.10825303512544,1617.362355948101,1805.577039552208,0.3088206934409411,0.12648754878029875,4.0,9.0,0.0,166.5362370444605,166.5362370444605,4.0,259.0625269953134,221.31864817871974,21.38364492982289,3.0,0.034840655807843374,0.7857883887560215,0.04273034535109737,0.14722341825446722,2.467908588488864e-05,3.669355372868346e-18
28587,41.5326,1.7889,MN7-8,3.0,5.0,14.0,0.21428571428571427,0.35714285714285715,0.0,0.0,325.9503645411017,468.0,93.8486436022061,39.0662324679468,260.38488064666655,283.0,0.3604227840308267,0.15003264540907946,49.79500129295341,0.0,0.0,24.3380082485332,9.294777970901443,15.18144450490104,1.0,0.8124201978037674,18.10825303512544,1617.362355948101,1805.577039552208,0.3088206934409411,0.12648754878029875,11.0,9.0,0.0,166.5362370444605,166.5362370444605,11.0,259.0625269953134,221.31864817871974,21.38364492982289,0.0,0.034840655807843374,0.7857883887560215,0.04273034535109737,0.14722341825446722,2.467908588488864e-05,3.669355372868346e-18
28244,41.5341644,1.7659521,MN7-8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,319.7761025131905,468.0,92.83356444246151,38.573490269639024,257.3489617110473,283.0,0.3607302855439359,0.14988787991672384,49.501135855831784,0.0,0.0,24.22077233089776,9.244163386723748,15.036200138210258,1.0,0.8106318124179942,18.153141508308344,1618.89983086425,1807.44357737934,0.3088206934409411,0.12858049484995654,0.0,1.0,0.0,164.51539726858587,164.51539726858587,0.0,254.34359520769482,218.77547144140843,21.125683349996468,0.0,0.03778748126601423,0.7852766184040627,0.04276023998801441,0.1757237537223298,8.777485280555792e-05,5.365525717556481e-18
28245,41.5341644,1.7659521,MN7-8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,319.7761025131905,468.0,92.83356444246151,38.573490269639024,257.3489617110473,283.0,0.3607302855439359,0.14988787991672384,49.501135855831784,0.0,0.0,24.22077233089776,9.244163386723748,15.036200138210258,1.0,0.8106318124179942,18.153141508308344,1618.89983086425,1807.44357737934,0.3088206934409411,0.12858049484995654,0.0,0.0,0.0,164.51539726858587,164.51539726858587,0.0,254.34359520769482,218.77547144140843,21.125683349996468,0.0,0.03778748126601423,0.7852766184040627,0.04276023998801441,0.1757237537223298,8.777485280555792e-05,5.365525717556481e-18
28246,41.5341644,1.7659521,MN7-8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,319.7761025131905,468.0,92.83356444246151,38.573490269639024,257.3489617110473,283.0,0.3607302855439359,0.14988787991672384,49.501135855831784,0.0,0.0,24.22077233089776,9.244163386723748,15.036200138210258,1.0,0.8106318124179942,18.153141508308344,1618.89983086425,1807.44357737934,0.3088206934409411,0.12858049484995654,0.0,1.0,0.0,164.51539726858587,164.51539726858587,0.0,254.34359520769482,218.77547144140843,21.125683349996468,0.0,0.03778748126601423,0.7852766184040627,0.04276023998801441,0.1757237537223298,8.777485280555792e-05,5.365525717556481e-18
28260,41.5307542,1.6796126,MQ19,1.0,7.0,12.0,0.08333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,1.0,7.0,12.0,12.0,0.08333333333333333,0.5833333333333334,2.0,2.0,4.0,2.0,1.0,5.0,2.25,1.375,21.2375,618.8374999999996,838.0374999999997,0.3088206934409411,0.2860435271613568,11.0,5.0,0.0,11.0,11.0,11.0,,,,,,0.743820345008004,0.9881125493722783,0.029943595931315355,,0.03856102622842264
27566,41.5349068,-0.5587310999999999,MN2,0.0,0.0,1.0,0.0,0.0,5.58555876202674,15.0,29.17116498627609,239.0,11.769242811518161,6.174252701335436,16.269682247113053,44.0,0.7233849212762916,0.3794943630463966,0.0,0.0,0.0,0.0,0.0,0.11529480782376482,,2.0,,,,0.3048367676054229,0.2687984011683664,1.0,1.0,4.529268158896329,4.500439435594896,0.11529480782376482,0.0,21.04598087026724,10.09542954577762,1.49723085372007,1.0,0.6766286097563531,0.7282557138409069,0.0006154068944690901,0.2274415963709397,0.999940260658624,0.9999691849239046
20859,38.5,23.5,MN12,0.0,0.0,4.0,0.0,0.0,20.25248068348812,34.0,0.0,0.0,8.748132193564501,16.626116658660337,81.05707616814176,162.0,0.10792558289935976,0.20511616560375,28.806057177123453,20.218995543390665,7.931004468701963,12.289079972832484,4.3203372614068485,39.215218227432295,1.6334884516484065,1.482334332000912,10.035548899525116,780.5032815448371,913.6171218540378,0.2945146237064568,0.2821098355682223,4.0,4.0,19.83244657856368,72.30894397457725,40.924645296181396,1.0,0.0,64.43095950948141,64.43095950948141,4.0,0.7797561612285429,0.7005659635687476,0.9999851980387228,0.9556873217658434,1.0934597079947663e-07,0.9946288682148321
21650,48.433,12.367,MN7-8,0.0,0.0,1.0,0.0,0.0,46.105008144806355,136.0,12.527294026893212,20.0,0.7208727688731171,2.508834791322813,25.264187587619013,71.0,0.028533384118252368,0.09930399632372484,11.78093296277663,0.4651080833870514,0.0,7.541540311125868,3.6653014235830095,1.0391993114548042,1.0379802812707994,0.4690250526550332,27.2515990598957,1896.935084377025,2152.4211529532377,0.27682680295333506,0.27791394849013346,1.0,1.0,41.09402729877658,24.5433148187459,16.900898265757483,0.0,12.527294026893207,22.7553527962962,15.342234175520376,1.0,0.7170461883021998,0.6101412813349879,0.9998871738561197,0.9928951417135838,0.7590760180436822,0.28146561240806495
20132,43.0,11.1,MN12,0.0,1.0,1.0,0.0,1.0,13.391888140353506,21.0,20.93356052637184,33.0,1.7765154000299763,10.482245602936512,14.411268736727555,22.0,0.12327265784049067,0.7273645224741517,5.705538533821023,0.0,4.262292577429209,3.929023133791047,0.0,6.038807977459188,1.8552096298298144,1.2116593690363515,19.88924272883901,921.8755939125481,1128.6508261795475,0.2993175730410635,0.27363742878944736,1.0,0.0,12.180317736278846,12.63475333669758,0.0,0.0,12.84563163092613,3.929023133791047,0.0,0.0,0.7069742452769059,0.7066488443746977,0.9703205554690093,0.0004381084193950883,,
27877,48.84025250000001,11.2234577,MN5,0.0,0.0,3.0,0.0,0.0,120.36981923936892,183.0,83.87244046474703,207.0,23.272841182841372,19.261946868675388,212.91150478684258,469.0,0.10930757925054872,0.09046926274819947,43.617928104095604,2.6275813021897534,0.0,17.418375431834388,8.408870862334425,20.41826311211648,1.0568180853865268,1.0648687346900405,12.555884337614055,1376.9289794162619,1524.806758220885,0.22982281485932995,0.2288315312391902,3.0,3.0,91.46607982358259,189.6386636040012,94.21892810321691,2.0,82.89848541044068,193.6495579181672,60.94435004766984,2.0,0.4943760144215962,0.478407509689577,0.9999980177170399,0.9999999650298818,0.9999998599840144,0.3314248150424328
20079,48.05,1.85,MN4,6.0,0.0,12.0,0.5,0.0,29.276121696959272,50.0,45.52783155761964,122.0,23.031504520756286,11.168335339551037,69.24627855940582,74.0,0.3326027766387149,0.16128426786097694,21.3254999486077,1.9689711519484725,0.0,7.292202753063947,10.188143861369543,5.814124486122672,1.0845252568066015,0.9365481078938946,16.159091035794347,1475.8336383649796,1650.3037041448931,0.28826629083924604,0.2567090389278885,6.0,12.0,20.888156377696745,46.21477403864954,27.30549304383463,4.0,41.22566305045207,58.077943219854774,10.659178628819593,0.0,0.6136981312274529,0.6887688127299771,0.2445924634506807,0.9792026180822714,0.9999999999968263,0.9420860087205836
20199,48.5667,11.5333,MN5,2.0,1.0,16.0,0.125,0.0625,66.40302146966654,138.0,109.93683711383177,208.0,31.38406583544064,20.836970234063585,275.5660788779391,474.0,0.11388943792803355,0.07561514943678259,52.77137789270638,2.293407114763145,0.0,21.712007997234263,10.018250747062266,23.334526263173018,1.0416492521391312,1.0294656242772702,13.235172510160535,1413.6130758527224,1566.3728605158758,0.26340832064052666,0.2127737586345955,14.0,15.0,50.039025031466636,244.1820130424984,173.16189768246494,10.0,108.87940975593716,254.72910864387543,77.29499644701285,3.0,0.4064380814230961,0.6545527502483454,0.9999999997238135,0.9999999998511303,0.9997375897612732,0.0407116453176368
28013,35.2286111111111,33.639166666666696,MQ18,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.5,0.0,59.2,1697.9499999999994,2197.05,0.3088206934409411,0.2866158739074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7534174066148284,0.7406568463361628,0.09537022069734372,0.08214865917570685,,
21624,41.85,-1.933,MN3,3.0,4.0,14.0,0.21428571428571427,0.2857142857142857,23.046772154360827,62.0,92.54738135185707,419.0,20.627653505964282,23.03400359102233,76.857887416752,161.0,0.26838694373829824,0.29969602815288704,11.149703257172618,0.6585962705561201,0.0,7.586877219136326,1.1675714188470183,3.0538508897453904,1.0557740146250163,0.6161152316007654,23.80518908864601,1763.1524187687776,1993.4885001278885,0.2925713204414184,0.23111116447622945,11.0,10.0,11.285632294419838,56.230233910787746,31.11073180897093,8.0,68.9989066493822,53.82388382572967,9.300689004778102,1.0,0.4807782733690269,0.7228403724452459,0.7188853669726074,0.10064674226901173,0.9999994807365825,0.9979149542663693
27890,40.67127979999999,-1.234348,old,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,18.168049342458232,18.168049342458232,18.168049342458232,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.3088206934409411,0.28569084264160144,,,,,,,,,,,,,5.357480312619651e-10,1.3022593800814123e-10,,
23190,35.41900000000001,4.136,MN17,9.0,9.0,18.0,0.5,0.5,2.6807588319905866,3.0,25.908451584410837,26.0,9.0,9.0,18.0,18.0,0.5,0.5,1.0,2.0,9.0,4.0,0.0,11.0,2.6666666666666665,1.4666666666666666,24.68666666666667,368.4066666666668,615.5733333333335,0.30690503187899776,0.27057217458204896,9.0,9.0,2.6807588319905866,9.0,8.0,8.0,17.936625122573126,9.0,2.0,2.0,0.6889385672733113,0.7352199175893075,0.06797218733826409,0.031969674564389115,0.9994292433787978,0.2662243289150366
26834,35.3333333333333,4.0833333333333295,MN16,1.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,16.084552991943518,18.0,1.0,0.0,3.0,3.0,0.3333333333333333,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.333333333333333,1.3333333333333333,23.43333333333333,620.3333333333333,856.166666666667,0.3088206934409411,0.2770896195150627,2.0,3.0,0.0,2.0,2.0,2.0,8.042276495971759,3.0,2.0,2.0,0.7251766232375029,0.7412339118998174,0.6698037159201614,,0.8149299934225562,0.5494277121503062
20458,36.35,6.6,MN16,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,15.900000000000004,-227.40000000000006,-42.5,0.3088206934409411,0.2866158739074074,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.7542660044660465,0.7412339118998174,,,0.5689172054931741,0.5494277121503062
23189,35.417,4.133,MQ18,6.0,13.0,20.0,0.3,0.65,17.9367497900791,18.0,0.0,0.0,7.999044122436457,18.99713236730937,25.99713236730937,26.0,0.30768947934022983,0.7307395330724132,3.0,1.0,13.997610306091149,6.999044122436459,0.0,14.998088244872918,2.6110594750664813,1.3636403140585764,26.505248873047165,479.8830242239578,740.0232059543332,0.2961307936582849,0.2852435574485072,14.0,7.0,8.96837489503955,17.998088244872918,9.99904412243646,8.0,0.0,7.0,7.0,7.0,0.7563788709810821,0.7185178285953786,0.522232432532852,3.2425162584778356e-06,0.14163667405090247,0.9592234908007188
23911,36.183,5.4,MN17,4.0,4.0,10.0,0.4,0.4,0.0,0.0,10.455457907438493,24.0,4.0,5.771419432947329,13.54283886589466,14.0,0.295359048395187,0.4261602379012033,3.8857097164736647,0.0,6.657129149420994,1.885709716473665,0.0,10.657129149420994,2.2628722176445923,1.6993169191384394,13.274781933120543,334.7201781688758,495.6309156659616,0.3088206934409411,0.2797860379681247,6.0,6.0,0.0,9.54283886589466,9.54283886589466,6.0,6.921768393294907,7.771419432947329,2.0,2.0,0.7315660683829835,0.7434027359949964,0.6426082228828488,0.18220676978017272,0.9991923773878463,0.05903544789724454
26788,41.2,24.3333,MQ18,0.0,0.0,1.0,0.0,0.0,2.2431128702087357,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.4,1456.0999999999995,1609.8,0.3072173199103793,0.28667314624914875,1.0,1.0,1.3084825076217623,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.753841951811154,0.7370248324630642,,,0.753841951811154,0.7370248324630642
23447,38.567,26.56900000000001,MN11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8727722614760856,152.0,0.0,0.0,1.3728844739398205,2.0,0.0,0.0,1.0,0.3728844739398203,0.0,1.0,0.3728844739398203,0.0,1.271606592555992,0.2716065925559921,35.430845504117286,1970.4250569058004,2287.3743132345226,0.3088206934409411,0.2837622373473013,1.0,1.0,0.0,1.3728844739398205,1.3728844739398205,1.0,4.09780605725515,1.3728844739398205,0.0,0.0,0.7392069164554297,0.7410530584910473,,,,0.6627017695548876
23449,38.058,27.626,MN4,1.0,0.0,4.0,0.25,0.0,7.687976158743067,19.0,0.0,0.0,2.5484827727194435,3.729733688042036,8.831082135638109,16.0,0.28858102932085306,0.4223416372712217,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.25,32.225,2100.8749999999995,2392.575,0.3033447060788446,0.2862248249894986,3.0,4.0,3.6663122681524682,6.282599362918665,3.4473916494190897,3.0,0.0,5.101348447596073,5.101348447596073,4.0,0.7555780043315539,0.7314271113267675,0.6610550933910635,0.28802857918747266,0.23936482469640893,0.9245372019352929
23450,38.056,27.628,MN4,0.0,1.0,1.0,0.0,1.0,7.645970084924071,19.0,0.0,0.0,2.5400295970407165,3.721894926339744,8.805376584209613,16.0,0.28846348282203704,0.4226843554895871,3.9886797729493453,0.0,0.0,2.9915098297120086,0.9971699432373362,0.0,1.0,0.25,32.225,2100.8749999999995,2392.575,0.30337447692119845,0.28622629591824816,1.0,0.0,3.654891513990038,6.265346987168896,3.4333743975078863,0.0,0.0,5.083481657869871,5.083481657869871,0.0,0.7555704595219296,0.7314568674793099,0.6615322299906581,0.28788478354985014,0.240554254707182,0.924973471765543
23649,38.571,29.109,MN10,2.0,2.0,10.0,0.2,0.2,8.469229325942056,11.0,17.621474128711764,29.0,2.0,2.0,10.0,10.0,0.2,0.2,7.0,1.0,0.0,3.0,4.0,1.0,1.125,0.75,21.4,1619.5375,1832.6875,0.3027913115831821,0.2758032191118776,8.0,8.0,7.6992993872200515,8.0,5.0,5.0,12.925027854288642,8.0,5.0,5.0,0.7085860616529993,0.7194644431291835,0.8549874489667559,0.8092051558355279,0.8211896243641994,0.8397042731743234
23435,39.745,30.406,MN11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7430278639108506,0.0,2.065327102957566,3.0,0.35976280117896503,0.0,1.0,1.0653271029575662,0.0,1.0,0.32229923904671554,0.7430278639108506,1.5158151952937668,0.8755779964727317,23.641241983588408,1350.60131749089,1582.6966811535171,0.3088206934409411,0.2866121327094369,1.0,1.0,0.0,1.3222992390467154,1.3222992390467154,1.0,0.0,2.065327102957566,2.065327102957566,1.0,0.7542936894523418,0.7410384666669539,0.6807132191965258,,0.5585743935333103,0.6728070382292005
22919,37.25,28.25,MN12,1.0,2.0,8.0,0.125,0.25,10.273017691979543,21.0,3.5407548672322973,6.0,2.5312656042345734,6.762153024123921,47.32331406271247,59.0,0.053488764562857116,0.14289263459365442,13.545553315402362,13.559094751445992,9.392520750664946,1.0,10.588024360871316,26.60803576599372,1.8862094595473238,1.6704365759436643,8.80173248556708,514.6959992736889,640.3918071473472,0.3015157973405268,0.2819375243511705,7.0,6.0,9.712834754292702,44.792048458477886,21.115330577450308,4.0,3.0301322752749686,40.561161038588544,35.805747986857725,5.0,0.759845667498516,0.7242882299878487,0.9999966368984968,0.9925035945647751,0.04236635257131189,0.9999042671587395
23555,38.838,27.717,MN7-8,2.0,0.0,3.0,0.6666666666666666,0.0,0.1792152198848605,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.3086924205927505,0.2865586084111853,1.0,3.0,0.1792152198848605,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.7546895643295569,0.7404107480014123,0.22704180619089323,,0.4298382249696922,0.7404107480014123
28004,43.8447222222222,39.3136111111111,MQ18,12.0,8.0,17.0,0.7058823529411765,0.4705882352941176,0.0,0.0,0.0,0.0,12.0,8.0,17.0,17.0,0.7058823529411765,0.4705882352941176,4.0,1.0,1.0,2.0,0.0,4.0,1.5,1.3333333333333333,11.933333333333335,963.5833333333333,1109.7500000000002,0.3088206934409411,0.28575761081257145,5.0,9.0,0.0,5.0,5.0,5.0,0.0,9.0,9.0,9.0,0.7572205612912165,0.7420979417072033,0.0008783348235351786,0.08200352778787191,0.08184677716903435,0.22506405282295472
23274,38.404,30.323,MN10,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.991879801748324,22.0,0.0,0.0,5.313734912069771,6.0,0.0,0.0,1.0,3.3137349120697728,0.0,1.0,3.3137349120697728,0.0,1.7681823245090902,0.7681823245090901,29.81953973304728,1338.979356154241,1617.990226561747,0.3088206934409411,0.2799360882951758,4.0,4.0,0.0,5.313734912069771,5.313734912069771,4.0,9.81651525874608,5.313734912069771,0.0,0.0,0.7194457114922532,0.7421881916754783,,,,0.205090685051398
