LIDNUM,LAT,LONG,TIMEUNIT,NUMBER OF FIRST OCCURRENCES,NUMBER OF LAST OCCURRENCES,NUMBER OF OCCURRENCES,PROPORTION OF FIRST OCCURRENCES,PROPORTION OF LAST OCCURRENCES
24644,38.7666667,23.3166667,MN16,4.0,7.0,9.0,0.4444444444444444,0.7777777777777778
26494,35.0,107.733333333333,MN16,1.0,0.0,4.0,0.25,0.0
24507,35.061111111111096,107.733333333333,MN13,3.0,0.0,5.0,0.6,0.0
24632,35.0658333,107.6141667,MN15,0.0,1.0,6.0,0.0,0.16666666666666666
24509,35.061111111111096,107.733333333333,MN16,2.0,2.0,4.0,0.5,0.5
24506,35.0666666666667,107.733333333333,MN13,5.0,0.0,7.0,0.7142857142857143,0.0
26492,35.0666666666667,107.733333333333,MN15,0.0,4.0,10.0,0.0,0.4
26493,35.0666666666667,107.733333333333,MN15,2.0,3.0,6.0,0.3333333333333333,0.5
26487,35.0666666666667,107.725,MN13,7.0,1.0,10.0,0.7,0.1
26488,35.0666666666667,107.725,MN15,1.0,4.0,13.0,0.07692307692307693,0.3076923076923077
26489,35.0666666666667,107.725,MN15,6.0,8.0,20.0,0.3,0.4
26490,35.0666666666667,107.725,MN16,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
24103,34.9667,110.1167,MQ18,4.0,4.0,8.0,0.5,0.5
20925,34.1,109.3,MN7-8,2.0,2.0,4.0,0.5,0.5
21158,47.8,29.7,MN15,0.0,1.0,1.0,0.0,1.0
27915,47.9346,8.9378,old,2.0,2.0,2.0,1.0,1.0
27919,47.9346,8.9378,old,5.0,5.0,5.0,1.0,1.0
27922,47.9346,8.9378,old,1.0,1.0,1.0,1.0,1.0
27923,47.9346,8.9378,old,1.0,1.0,1.0,1.0,1.0
27904,47.9346,8.9378,old,6.0,6.0,6.0,1.0,1.0
27905,47.9346,8.9378,old,9.0,9.0,9.0,1.0,1.0
27906,47.9346,8.9378,old,5.0,5.0,5.0,1.0,1.0
27907,47.9346,8.9378,old,1.0,1.0,1.0,1.0,1.0
27908,47.9346,8.9378,old,1.0,1.0,1.0,1.0,1.0
27909,47.9346,8.9378,old,1.0,1.0,1.0,1.0,1.0
27916,47.9346,8.9378,old,2.0,2.0,2.0,1.0,1.0
27917,47.9346,8.9378,old,4.0,4.0,4.0,1.0,1.0
27911,47.9346,8.9378,old,1.0,1.0,1.0,1.0,1.0
27912,47.9346,8.9378,old,2.0,2.0,2.0,1.0,1.0
27913,47.9346,8.9378,old,2.0,2.0,2.0,1.0,1.0
27914,47.9346,8.9378,old,2.0,2.0,2.0,1.0,1.0
22596,43.778,25.139,MN16,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
20069,38.44,-9.08,MN4,2.0,0.0,4.0,0.5,0.0
27954,49.0159492,14.608057999999998,MN5,0.0,0.0,2.0,0.0,0.0
23936,31.333,-7.832999999999998,MN14,5.0,5.0,5.0,1.0,1.0
27726,45.8659248,4.744572,old,12.0,12.0,12.0,1.0,1.0
20318,45.52,4.45,MN13,1.0,15.0,26.0,0.038461538461538464,0.5769230769230769
28416,47.746944444444466,19.6778,MN5,0.0,0.0,7.0,0.0,0.0
28417,48.187,19.582,MN5,1.0,1.0,6.0,0.16666666666666666,0.16666666666666666
24080,24.6533,109.232222222222,MQ18,25.0,17.0,31.0,0.8064516129032258,0.5483870967741935
24511,32.0,121.0,MN6,2.0,0.0,2.0,1.0,0.0
24111,24.1831,109.4322,MQ19,6.0,44.0,54.0,0.1111111111111111,0.8148148148148148
21036,40.15,21.2,MN16,4.0,1.0,9.0,0.4444444444444444,0.1111111111111111
21053,47.0,40.0,MN17,2.0,4.0,14.0,0.14285714285714285,0.2857142857142857
21194,47.2,37.2,MN16,0.0,0.0,2.0,0.0,0.0
27391,43.116666666666696,2.6666666666666696,MN4,3.0,1.0,10.0,0.3,0.1
21590,43.117,2.667,MN6,1.0,2.0,9.0,0.1111111111111111,0.2222222222222222
27462,43.116666666666696,2.6666666666666696,MN15,2.0,6.0,13.0,0.15384615384615385,0.46153846153846156
21671,43.117,2.667,MN10,4.0,6.0,29.0,0.13793103448275862,0.20689655172413793
21589,43.117,2.667,MN6,1.0,0.0,9.0,0.1111111111111111,0.0
21588,43.117,2.667,MN7-8,1.0,2.0,6.0,0.16666666666666666,0.3333333333333333
27442,43.116666666666696,2.6666666666666696,MN15,5.0,1.0,10.0,0.5,0.1
27457,43.116666666666696,2.6666666666666696,MN7-8,1.0,1.0,5.0,0.2,0.2
21621,43.117,2.667,MN11,0.0,4.0,6.0,0.0,0.6666666666666666
21622,43.117,2.667,MN11,1.0,3.0,7.0,0.14285714285714285,0.42857142857142855
27393,43.116666666666696,2.6666666666666696,MN5,1.0,1.0,10.0,0.1,0.1
21415,44.2833333333333,4.966666666666669,MN11,1.0,9.0,20.0,0.05,0.45
23226,3.783,35.7,MN4,3.0,3.0,11.0,0.2727272727272727,0.2727272727272727
20151,47.067,6.75,MN7-8,0.0,0.0,1.0,0.0,0.0
20423,50.25,12.24,MN7-8,0.0,0.0,1.0,0.0,0.0
22307,45.2894444444444,101.7917,old,6.0,4.0,6.0,1.0,0.6666666666666666
26773,45.288888888888906,101.791666666667,MN5,2.0,2.0,3.0,0.6666666666666666,0.6666666666666666
28374,3.953414,35.78800000000001,MN17,0.0,0.0,9.0,0.0,0.0
27695,2.38222222222222,35.6341666666667,old,1.0,1.0,1.0,1.0,1.0
27697,2.38222222222222,35.6341666666667,old,1.0,1.0,1.0,1.0,1.0
27698,2.38222222222222,35.633888888888904,old,2.0,2.0,2.0,1.0,1.0
27696,2.38222222222222,35.633888888888904,old,1.0,1.0,1.0,1.0,1.0
20697,40.29,-1.05,MN15,1.0,11.0,16.0,0.0625,0.6875
23125,43.5,0.917,MN9,0.0,0.0,1.0,0.0,0.0
28375,3.851551,35.75723,MN16,3.0,4.0,15.0,0.2,0.26666666666666666
28376,3.879187,35.81036,MN16,5.0,0.0,16.0,0.3125,0.0
28387,3.863202,35.7865,MN16,0.0,1.0,12.0,0.0,0.08333333333333333
28377,3.87925,35.8125,MN16,0.0,0.0,4.0,0.0,0.0
28378,3.8812,35.825,MN17,0.0,1.0,10.0,0.0,0.1
28379,3.875,35.80222,MN16,0.0,2.0,16.0,0.0,0.125
28380,3.8793,35.82222,MN16,0.0,1.0,3.0,0.0,0.3333333333333333
28381,3.879285,35.83333,MN16,0.0,0.0,1.0,0.0,0.0
28382,3.861551,35.75723,MN16,1.0,2.0,21.0,0.047619047619047616,0.09523809523809523
28383,3.861777,35.816666,MN15,6.0,0.0,7.0,0.8571428571428571,0.0
28384,3.892977,35.83522,MN17,0.0,0.0,1.0,0.0,0.0
28385,3.909595,35.81113,MN17,0.0,1.0,8.0,0.0,0.125
28386,3.86268,35.78595,MN16,0.0,0.0,12.0,0.0,0.0
27076,35.5166666666667,103.5,MN17,21.0,19.0,29.0,0.7241379310344828,0.6551724137931034
24130,30.654166666666693,110.0747,MQ18,25.0,23.0,32.0,0.78125,0.71875
24131,30.6542,110.0747,MQ18,26.0,24.0,33.0,0.7878787878787878,0.7272727272727273
24132,30.6542,110.0747,MQ18,25.0,23.0,32.0,0.78125,0.71875
24133,30.6542,110.0747,MQ18,24.0,23.0,31.0,0.7741935483870968,0.7419354838709677
24134,30.6542,110.0747,MQ18,25.0,22.0,32.0,0.78125,0.6875
24135,30.6542,110.0747,MQ18,7.0,7.0,8.0,0.875,0.875
24121,30.6542,110.0747,MQ18,9.0,6.0,10.0,0.9,0.6
24122,30.6542,110.0747,MQ18,9.0,6.0,10.0,0.9,0.6
24125,30.6542,110.0747,MQ18,11.0,6.0,12.0,0.9166666666666666,0.5
24124,30.6542,110.0747,MQ18,29.0,27.0,38.0,0.7631578947368421,0.7105263157894737
24126,30.6542,110.0747,MQ18,29.0,28.0,38.0,0.7631578947368421,0.7368421052631579
24127,30.6542,110.0747,MQ18,25.0,23.0,32.0,0.78125,0.71875
24128,30.6542,110.0747,MQ18,26.0,25.0,34.0,0.7647058823529411,0.7352941176470589
24129,30.6542,110.0747,MQ18,26.0,24.0,33.0,0.7878787878787878,0.7272727272727273
24138,34.0861,110.1361,MQ18,11.0,7.0,17.0,0.6470588235294118,0.4117647058823529
26996,78.137689,16.420459,old,1.0,1.0,1.0,1.0,1.0
26812,2.7666666666666697,35.6167,MN3,1.0,0.0,2.0,0.5,0.0
21235,40.083,-2.717,MN2,15.0,3.0,17.0,0.8823529411764706,0.17647058823529413
28388,4.635285750511239,35.7440185546875,MN16,0.0,1.0,7.0,0.0,0.14285714285714285
28389,4.6558174426670185,35.81268310546875,MN16,0.0,0.0,1.0,0.0,0.0
28390,4.609278084409834,35.75912475585937,MQ18,0.0,2.0,4.0,0.0,0.5
28391,4.70235372255946,35.7330322265625,MQ18,1.0,4.0,7.0,0.14285714285714285,0.5714285714285714
20580,40.333,-1.0833333333333302,MN11,1.0,2.0,12.0,0.08333333333333333,0.16666666666666666
22987,40.333,-1.0833,MN11,0.0,1.0,3.0,0.0,0.3333333333333333
22985,40.333,-1.0833333333333302,MN11,1.0,1.0,7.0,0.14285714285714285,0.14285714285714285
22998,40.333,-1.0833,MN10,0.0,0.0,2.0,0.0,0.0
22994,40.333,-1.0833,MN10,2.0,1.0,4.0,0.5,0.25
22993,40.333,-1.0833333333333302,MN10,0.0,0.0,2.0,0.0,0.0
22992,40.333,-1.05,MN10,2.0,0.0,2.0,1.0,0.0
22990,40.333,-1.0833333333333302,MN11,0.0,1.0,3.0,0.0,0.3333333333333333
20088,40.3341227,-1.0946825,MN12,7.0,1.0,14.0,0.5,0.07142857142857142
20059,38.46416666666667,-1.4419444444444445,MN12,3.0,0.0,7.0,0.42857142857142855,0.0
28708,38.46416666666667,-1.4419444444444445,MN12,2.0,0.0,5.0,0.4,0.0
20063,40.35,-1.1167,MN12,10.0,5.0,39.0,0.2564102564102564,0.1282051282051282
22983,40.35,-1.11666666666667,MN12,2.0,1.0,4.0,0.5,0.25
27273,40.40268788391549,-3.7089264392852797,MN5,2.0,5.0,13.0,0.15384615384615385,0.38461538461538464
20022,41.0,-4.2,MN9,9.0,6.0,25.0,0.36,0.24
27117,3.0,36.0,MN4,1.0,1.0,1.0,1.0,1.0
20463,37.4166666666667,46.35,MN11,3.0,1.0,8.0,0.375,0.125
23206,2.9,36.05,MN13,21.0,9.0,31.0,0.6774193548387096,0.2903225806451613
20207,40.56,32.7,MN7-8,1.0,1.0,2.0,0.5,0.5
21531,43.783,5.433,MN9,0.0,0.0,1.0,0.0,0.0
27416,47.5147863,0.2449227,MN3,2.0,0.0,2.0,1.0,0.0
27288,47.5147863,0.2449227,MN5,3.0,3.0,7.0,0.42857142857142855,0.42857142857142855
23106,41.5,23.5,MN11,0.0,0.0,1.0,0.0,0.0
27333,43.1765084,2.7863133,MN6,0.0,1.0,10.0,0.0,0.1
26546,43.70194444444451,16.6255555555556,MN5,1.0,1.0,1.0,1.0,1.0
23862,-27.067,15.167,MN3,4.0,2.0,7.0,0.5714285714285714,0.2857142857142857
20946,25.3,102.4,MN12,28.0,40.0,48.0,0.5833333333333334,0.8333333333333334
23802,0.75,35.867,MN13,10.0,2.0,12.0,0.8333333333333334,0.16666666666666666
23258,0.752,35.869,MN13,2.0,0.0,2.0,1.0,0.0
23801,0.7509999999999999,35.868,MN13,3.0,0.0,3.0,1.0,0.0
23803,0.753,35.87,MN13,2.0,2.0,2.0,1.0,1.0
23804,0.753,35.87,MN13,4.0,2.0,5.0,0.8,0.4
23806,0.753,35.87,MN13,1.0,1.0,1.0,1.0,1.0
20878,46.8,36.0,MQ18,1.0,0.0,1.0,1.0,0.0
27114,43.6797222222222,4.09138888888889,MQ19,1.0,15.0,19.0,0.05263157894736842,0.7894736842105263
26451,34.6666666666667,112.333333333333,MN3,0.0,0.0,1.0,0.0,0.0
24724,40.5986,-3.0625,MN7-8,2.0,2.0,8.0,0.25,0.25
20740,45.25,26.24,MN15,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
26440,34.0,111.0,MN13,1.0,2.0,2.0,0.5,1.0
21723,43.633,0.733,MN6,0.0,0.0,3.0,0.0,0.0
21709,43.25,0.967,MN7-8,0.0,0.0,2.0,0.0,0.0
20889,46.617,30.933000000000003,MQ19,1.0,19.0,19.0,0.05263157894736842,1.0
27235,16.57,121.26416666666701,MQ18,4.0,3.0,4.0,1.0,0.75
28127,42.2,-2.9166666666666696,MQ18,0.0,0.0,1.0,0.0,0.0
24937,20.6228,105.2778,MQ18,5.0,3.0,5.0,1.0,0.6
21773,51.95,4.05,MQ18,0.0,4.0,7.0,0.0,0.5714285714285714
23831,0.15,34.6,MN6,6.0,29.0,35.0,0.17142857142857143,0.8285714285714286
24391,4.0,118.0,recent,2.0,15.0,15.0,0.13333333333333333,1.0
24059,18.2611,99.7042,MN6,5.0,7.0,10.0,0.5,0.7
27889,48.566667,16.083333,MN9,0.0,0.0,1.0,0.0,0.0
27088,39.26666666666669,67.65,MN12,1.0,1.0,2.0,0.5,0.5
28216,20.1097222222222,95.11166666666672,MN10,4.0,2.0,5.0,0.8,0.4
27966,21.31805555555561,83.9211111111111,MQ18,8.0,4.0,8.0,1.0,0.5
27502,-4.797222222222222,34.265277777777804,old,1.0,1.0,1.0,1.0,1.0
20230,38.024,29.409,MN11,2.0,0.0,12.0,0.16666666666666666,0.0
23421,40.759,26.71,MN9,1.0,1.0,2.0,0.5,0.5
23494,39.449,34.528,MN10,2.0,0.0,2.0,1.0,0.0
27491,47.9632611583428,1.9020080566406203,MN4,0.0,0.0,1.0,0.0,0.0
23832,0.134,34.601,MN5,7.0,1.0,20.0,0.35,0.05
26889,11.212080849457667,40.57937622070313,MN16,1.0,0.0,2.0,0.5,0.0
26929,-24.15,29.1666666666667,MN15,8.0,2.0,10.0,0.8,0.2
23868,-24.158055555555602,29.1666666666667,MN15,56.0,8.0,68.0,0.8235294117647058,0.11764705882352941
26930,-24.150277777777802,29.1666666666667,MN15,38.0,8.0,42.0,0.9047619047619048,0.19047619047619047
21045,38.3,21.15,MN17,0.0,0.0,3.0,0.0,0.0
24613,51.0833,18.8,MN14,3.0,2.0,4.0,0.75,0.5
20406,44.133,21.433000000000003,MN5,2.0,0.0,4.0,0.5,0.0
27233,-26.276944444444407,28.10194444444441,MN17,5.0,4.0,11.0,0.45454545454545453,0.36363636363636365
21340,43.45,0.733,MN7-8,0.0,2.0,6.0,0.0,0.3333333333333333
27993,3.9311111111111097,102.539444444444,MQ18,2.0,2.0,3.0,0.6666666666666666,0.6666666666666666
24869,23.0,96.0,MN11,1.0,1.0,1.0,1.0,1.0
23880,-5.332999999999998,12.167,MN3,1.0,0.0,2.0,0.5,0.0
21182,43.7,44.6,MN16,0.0,0.0,1.0,0.0,0.0
24318,41.2833,-1.6167,MN10,0.0,0.0,1.0,0.0,0.0
24317,41.2833,-1.6167,MN15,1.0,0.0,1.0,1.0,0.0
20739,46.13,28.08,MN15,9.0,5.0,16.0,0.5625,0.3125
26581,26.0,68.0,MN5,9.0,4.0,12.0,0.75,0.3333333333333333
27025,26.0,68.0,MN5,4.0,2.0,8.0,0.5,0.25
20040,41.1738,-1.4431,MN6,7.0,1.0,27.0,0.25925925925925924,0.037037037037037035
21579,41.1738,-1.4431,MN6,5.0,0.0,7.0,0.7142857142857143,0.0
27903,41.1738,-1.4431,MN6,1.0,0.0,1.0,1.0,0.0
21700,43.817,0.5,MN5,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
23478,38.801,35.626,MN11,0.0,0.0,1.0,0.0,0.0
20749,40.02,8.22,MN14,8.0,1.0,9.0,0.8888888888888888,0.1111111111111111
22947,44.0,52.5,MN3,5.0,5.0,5.0,1.0,1.0
27968,21.153888888888897,72.8944444444444,MQ18,9.0,10.0,12.0,0.75,0.8333333333333334
21358,48.0,16.5,MN7-8,3.0,0.0,6.0,0.5,0.0
23172,48.383,15.833,MN10,0.0,0.0,1.0,0.0,0.0
23228,-3.9,33.733000000000004,MN13,10.0,0.0,10.0,1.0,0.0
23229,-4.033,33.767,MN15,0.0,2.0,5.0,0.0,0.4
23230,-3.867,33.7,MN15,3.0,2.0,7.0,0.42857142857142855,0.2857142857142857
23231,-3.85,33.717,MQ18,5.0,3.0,9.0,0.5555555555555556,0.3333333333333333
27489,43.8634952033508,5.8115959167480495,MN4,1.0,1.0,1.0,1.0,1.0
24930,36.1667,6.0,MQ18,5.0,8.0,12.0,0.4166666666666667,0.6666666666666666
20096,47.7,0.6,MN5,1.0,0.0,2.0,0.5,0.0
20891,49.6,33.5,MQ19,1.0,7.0,7.0,0.14285714285714285,1.0
20024,37.4,46.3333333333333,MN11,19.0,1.0,41.0,0.4634146341463415,0.024390243902439025
27200,37.4,46.3333333333333,MN12,1.0,3.0,6.0,0.16666666666666666,0.5
27207,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27208,37.4,46.3333333333333,MN11,0.0,0.0,1.0,0.0,0.0
27209,37.4,46.3333333333333,MN12,1.0,2.0,11.0,0.09090909090909091,0.18181818181818182
27210,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27213,37.4,46.3333333333333,MN11,1.0,0.0,4.0,0.25,0.0
27214,37.4,46.3333333333333,MN12,0.0,0.0,3.0,0.0,0.0
27215,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27219,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27220,37.4,46.3333333333333,MN12,0.0,0.0,3.0,0.0,0.0
27221,37.4,46.3333333333333,MN12,0.0,0.0,4.0,0.0,0.0
27222,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27224,37.4,46.3333333333333,MN12,0.0,0.0,4.0,0.0,0.0
27225,37.4,46.3333333333333,MN11,0.0,0.0,1.0,0.0,0.0
27226,37.4,46.3333333333333,MN12,0.0,1.0,8.0,0.0,0.125
27228,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27231,37.4,46.3333333333333,MN11,0.0,0.0,1.0,0.0,0.0
27203,37.4,46.3333333333333,MN12,0.0,1.0,1.0,0.0,1.0
27204,37.4,46.3333333333333,MN12,0.0,0.0,1.0,0.0,0.0
27205,37.4,46.3333333333333,MN12,1.0,3.0,7.0,0.14285714285714285,0.42857142857142855
27206,37.4,46.3333333333333,MN11,0.0,0.0,1.0,0.0,0.0
27104,51.4166666666667,78.4166666666667,MN3,2.0,0.0,2.0,1.0,0.0
20175,41.2953,23.810555555555602,MN13,18.0,18.0,41.0,0.43902439024390244,0.43902439024390244
21765,40.567,23.467,MQ18,3.0,4.0,10.0,0.3,0.4
21724,43.533,0.16699999999999998,MN6,0.0,0.0,2.0,0.0,0.0
27415,47.5504802,0.241106,MN5,0.0,0.0,2.0,0.0,0.0
21299,45.867,3.05,MN2,6.0,5.0,8.0,0.75,0.625
27614,42.166,-1.467,MN3,0.0,2.0,3.0,0.0,0.6666666666666666
27624,42.166,-1.467,MN4,1.0,0.0,2.0,0.5,0.0
20897,47.2,34.3,MQ19,0.0,5.0,5.0,0.0,1.0
20279,48.6,16.1,MN9,0.0,1.0,3.0,0.0,0.3333333333333333
24640,36.3333333333333,28.1083,MN14,5.0,1.0,15.0,0.3333333333333333,0.06666666666666667
20671,36.2,28.06,MN15,1.0,11.0,17.0,0.058823529411764705,0.6470588235294118
21651,48.367,11.383,MN7-8,0.0,0.0,1.0,0.0,0.0
20428,48.0,10.4,MN9,0.0,0.0,1.0,0.0,0.0
21404,48.233,12.867,MN9,0.0,2.0,4.0,0.0,0.5
26811,2.5,37.45,MQ18,0.0,3.0,3.0,0.0,1.0
21737,43.95,0.55,MN3,4.0,1.0,12.0,0.3333333333333333,0.08333333333333333
27798,47.4405826,9.430036,MN3,2.0,0.0,2.0,1.0,0.0
21392,46.8833,10.4666666666667,MN3,0.0,0.0,1.0,0.0,0.0
21094,47.2463888888889,8.83555555555556,MN5,2.0,2.0,13.0,0.15384615384615385,0.15384615384615385
23164,47.333,18.75,MN10,0.0,0.0,1.0,0.0,0.0
27306,40.0663151,-0.2743515,MN4,0.0,0.0,2.0,0.0,0.0
27307,40.0663151,-0.2743515,MN4,1.0,2.0,8.0,0.125,0.25
27603,41.5000094,-0.0384445,MN2,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
22361,40.067,-1.167,MN7-8,0.0,0.0,1.0,0.0,0.0
27447,43.4709874,3.7369522000000006,MQ18,0.0,2.0,7.0,0.0,0.2857142857142857
27443,43.4709874,3.7369522000000006,MN15,5.0,1.0,7.0,0.7142857142857143,0.14285714285714285
21413,40.386,-1.082,MN12,4.0,3.0,14.0,0.2857142857142857,0.21428571428571427
22979,40.386,-1.082,MN12,4.0,0.0,4.0,1.0,0.0
22975,40.386,-1.082,MN12,4.0,0.0,6.0,0.6666666666666666,0.0
22974,40.386,-1.082,MN12,5.0,1.0,10.0,0.5,0.1
20693,40.386,-1.082,MN13,3.0,4.0,6.0,0.5,0.6666666666666666
20690,40.386,-1.082,MN13,4.0,3.0,9.0,0.4444444444444444,0.3333333333333333
22997,40.317,-1.133,MN10,1.0,0.0,3.0,0.3333333333333333,0.0
22988,40.317,-1.133,MN11,1.0,1.0,7.0,0.14285714285714285,0.14285714285714285
22982,40.317,-1.133,MN12,3.0,1.0,6.0,0.5,0.16666666666666666
22981,40.317,-1.133,MN12,3.0,1.0,6.0,0.5,0.16666666666666666
20460,35.394,0.14,MN13,1.0,0.0,1.0,1.0,0.0
28326,-2.98667025105524,35.3468370437622,MQ19,0.0,9.0,9.0,0.0,1.0
23008,40.5,-1.0,MN10,0.0,0.0,2.0,0.0,0.0
23003,40.5,-1.017,MN10,0.0,2.0,7.0,0.0,0.2857142857142857
22961,40.5,-1.0,MN9,1.0,0.0,2.0,0.5,0.0
23018,40.5,-1.017,MN10,0.0,3.0,7.0,0.0,0.42857142857142855
23017,40.5,-1.017,MN10,0.0,1.0,4.0,0.0,0.25
23016,40.5,-1.017,MN10,0.0,1.0,4.0,0.0,0.25
23015,40.5,-1.017,MN10,0.0,0.0,3.0,0.0,0.0
23014,40.5,-1.017,MN10,0.0,2.0,6.0,0.0,0.3333333333333333
22349,40.5,-1.017,MN10,3.0,2.0,8.0,0.375,0.25
27437,40.5,-1.017,MN10,1.0,0.0,4.0,0.25,0.0
23013,40.5,-1.017,MN10,0.0,2.0,6.0,0.0,0.3333333333333333
23011,40.5,-1.017,MN10,0.0,1.0,3.0,0.0,0.3333333333333333
23010,40.5,-1.017,MN10,0.0,1.0,5.0,0.0,0.2
24731,40.369,-1.095,MN10,0.0,2.0,7.0,0.0,0.2857142857142857
21623,40.369,-1.095,MN10,2.0,4.0,18.0,0.1111111111111111,0.2222222222222222
20047,41.5030659,1.8119265,MN7-8,1.0,1.0,4.0,0.25,0.25
20112,48.5983,12.461666666666698,MN5,2.0,2.0,16.0,0.125,0.125
20249,48.4,11.8,MN7-8,0.0,0.0,13.0,0.0,0.0
27571,-8.5306,120.443611111111,MQ18,2.0,2.0,3.0,0.6666666666666666,0.6666666666666666
23252,10.75,40.55,MN16,6.0,5.0,18.0,0.3333333333333333,0.2777777777777778
26792,23.543611111111087,68.95,old,2.0,2.0,2.0,1.0,1.0
24406,48.0,14.5,MN10,0.0,1.0,3.0,0.0,0.3333333333333333
24444,43.3333,11.0833,MQ18,0.0,1.0,1.0,0.0,1.0
24371,47.3333,20.0,MN7-8,1.0,2.0,12.0,0.08333333333333333,0.16666666666666666
21097,47.2394444444444,8.75444444444445,MN5,1.0,0.0,9.0,0.1111111111111111,0.0
28009,44.75,44.1,MQ18,14.0,13.0,20.0,0.7,0.65
28007,44.75,44.1,MQ18,7.0,6.0,9.0,0.7777777777777778,0.6666666666666666
28008,44.75,44.1,MQ18,7.0,7.0,9.0,0.7777777777777778,0.7777777777777778
20910,49.333,32.5,MQ19,2.0,3.0,6.0,0.3333333333333333,0.5
27777,47.165277777777796,8.06111111111111,MN4,2.0,0.0,3.0,0.6666666666666666,0.0
24437,49.3333,8.5,MQ19,2.0,29.0,31.0,0.06451612903225806,0.9354838709677419
21880,46.567,1.083,MN3,10.0,4.0,17.0,0.5882352941176471,0.23529411764705882
26860,0.833333333333333,36.683333333333294,MN5,3.0,0.0,4.0,0.75,0.0
24659,42.0724,-1.5858,MN3,0.0,1.0,2.0,0.0,0.5
20909,49.5,26.417,MQ19,0.0,3.0,6.0,0.0,0.5
20476,40.3,22.45,MN15,5.0,4.0,11.0,0.45454545454545453,0.36363636363636365
21040,37.15,22.15,MQ18,4.0,3.0,9.0,0.4444444444444444,0.3333333333333333
21359,48.167,16.333,MN9,0.0,0.0,1.0,0.0,0.0
23069,47.5097694,0.1908007,MN3,8.0,3.0,11.0,0.7272727272727273,0.2727272727272727
27414,47.5097694,0.1908007,MN4,0.0,0.0,3.0,0.0,0.0
23066,47.5097694,0.1908007,MN5,5.0,5.0,27.0,0.18518518518518517,0.18518518518518517
21361,35.133,24.65,MN6,1.0,1.0,2.0,0.5,0.5
20255,48.367,9.15,MN9,6.0,3.0,8.0,0.75,0.375
26924,34.55,-3.0,MN12,0.0,0.0,2.0,0.0,0.0
28415,9.557417356841306,39.111328125,MQ18,1.0,6.0,8.0,0.125,0.75
20176,36.29,2.15,MN13,1.0,4.0,5.0,0.2,0.8
27815,49.906388888888905,14.090833333333302,MN15,5.0,0.0,7.0,0.7142857142857143,0.0
27750,14.889722222222199,38.8013888888889,old,1.0,0.0,1.0,1.0,0.0
27715,10.7952777777778,-72.23916666666669,MQ19,11.0,12.0,12.0,0.9166666666666666,1.0
26939,34.25,8.25,MN15,0.0,0.0,2.0,0.0,0.0
27407,47.4947888,0.1194294,MN3,3.0,2.0,7.0,0.42857142857142855,0.2857142857142857
27408,47.4947888,0.1194294,MN4,0.0,0.0,2.0,0.0,0.0
27289,47.4947888,0.1194294,MN5,2.0,3.0,12.0,0.16666666666666666,0.25
27684,9.241,118.162,MQ19,1.0,2.0,6.0,0.16666666666666666,0.3333333333333333
23434,39.338,31.921,MN17,0.0,1.0,2.0,0.0,0.5
21542,50.45,13.417,MN3,37.0,13.0,63.0,0.5873015873015873,0.20634920634920634
27809,49.9222,8.7487,old,41.0,41.0,41.0,1.0,1.0
20233,47.983,9.117,MN5,0.0,0.0,3.0,0.0,0.0
23110,42.6666666666667,22.9972222222222,MN9,0.0,0.0,1.0,0.0,0.0
27338,47.523888888888905,9.117777777777778,MN6,1.0,1.0,16.0,0.0625,0.0625
27339,47.50972222222219,9.10611111111111,MN6,2.0,0.0,11.0,0.18181818181818182,0.0
23781,0.45,34.0,MN4,3.0,7.0,12.0,0.25,0.5833333333333334
23782,0.453,34.003,MN4,0.0,8.0,17.0,0.0,0.47058823529411764
23783,0.456,34.006,MN4,3.0,10.0,22.0,0.13636363636363635,0.45454545454545453
23784,0.457,34.007,MN4,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
23785,0.458,34.008,MN4,0.0,7.0,14.0,0.0,0.5
26466,33.1666666666667,106.7,MN15,2.0,4.0,5.0,0.4,0.8
21306,48.92,11.862,MN2,1.0,1.0,1.0,1.0,1.0
20462,37.40277777777779,46.366666666666696,MN12,0.0,9.0,34.0,0.0,0.2647058823529412
27500,21.7,39.75,old,4.0,4.0,4.0,1.0,1.0
20206,40.56,32.7,MN9,13.0,5.0,21.0,0.6190476190476191,0.23809523809523808
21725,43.433,0.317,MN6,0.0,0.0,4.0,0.0,0.0
24512,35.0,112.0,MN16,1.0,0.0,1.0,1.0,0.0
27128,37.3752777777778,136.89888888888902,MN3,1.0,1.0,1.0,1.0,1.0
27342,47.6833033555355,31.221599578857397,MN10,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
20395,40.348,-1.082,MN13,2.0,4.0,8.0,0.25,0.5
