,LONG,LAT,FIRST OCCURRENCES IN FOCAL AREA (t),LAST OCCURRENCES IN FOCAL AREA (t),OCCURRENCES IN FOCAL AREA (t),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t),HYP1,HYP2,HYP3,LOP0,LOP1,LOP2,OCCURRENCES IN FOCAL AREA (t-1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t-1),OCCURRENCES IN FOCAL AREA (t+1),UNWEIGHTED OCCURRENCES IN FOCAL AREA (t+1),PROPORTION OF FIRST OCCURRENCES IN FOCAL AREA (t),PROPORTION OF LAST OCCURRENCES IN FOCAL AREA (t),MEAN HYP,MEAN LOP,MAT,MAP,NPP,EXPECTED PROPORTION OF FIRST OCCURRENCES,EXPECTED PROPORTION OF LAST OCCURRENCES,OCCURRENCES WITHOUT SPECIATION,OCCURRENCES WITHOUT EXTINCTION
7265,34.69999999999984,38.200000000000045,32.8126516414345,7.107913965975156,35.214115947960146,73.0,0,0,0,0,0,0,0,0,16.275716905780072,34.0,0.9318039302740252,0.20184842852449614,,,,,,0.3672959280197293,0.335054447545418,2.4014643065256527,28.106201981984995
7270,35.199999999999825,38.200000000000045,30.32054614625381,6.615585399975679,32.543761815192994,73.0,0,0,0,0,0,0,0,0,13.372390600904431,34.0,0.9316853508956892,0.2032827500872135,,,,,,0.3671749778445271,0.3364498120131002,2.2232156689391704,25.928176415217308
7275,35.699999999999825,38.200000000000045,27.162462377651487,5.972432948230429,29.158117841412373,73.0,0,0,0,0,0,0,0,0,10.449213729717396,34.0,0.9315574662735424,0.2048291656105445,,,,,,0.3670216536009517,0.3379505252361407,1.9956554637608883,23.185684893181936
7280,36.199999999999825,38.200000000000045,23.47431311686489,5.206459193513835,25.20291912859216,73.0,0,0,0,0,0,0,0,0,7.512725205523242,34.0,0.9314124684165572,0.2065815934634025,,,,,,0.3668425702500933,0.3395354053691949,1.7286060117272657,19.99645993507832
7285,36.699999999999825,38.200000000000045,19.369968183464927,4.342136799536479,20.800352663583745,73.0,0,0,0,0,0,0,0,0,4.566931197077963,34.0,0.9312326813274148,0.2087530374972191,,,,,,0.36664327423635795,0.3411871656420813,1.430384480118816,16.45821586404726
7290,37.199999999999825,38.200000000000045,14.940650390331975,3.399840095718522,16.04837103907235,73.0,0,0,0,0,0,0,0,0,1.6144183277568478,34.0,0.930976131718076,0.2118495445700416,,,,,,0.3664282120308759,0.3428921327973373,1.107720648740372,12.648530943353824
7295,37.699999999999825,38.200000000000045,10.257648983860136,2.3960014066780286,11.023567015127725,73.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9305199460196036,0.21735264124488715,,,,,,0.3662008604801645,0.34415238550172816,0.765918031267591,8.6275656084497
7300,38.199999999999825,38.200000000000045,5.375899600720705,1.343589219917706,5.784989669203442,73.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9292842179718068,0.2322543853570459,,,,,,0.3659639000093076,0.3448572770690713,0.4090900684827377,4.441400449285738
7305,38.699999999999825,38.200000000000045,1.3636044973886463,0.4545348324628822,1.4772382055043671,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.923076923076923,0.30769230769230765,,,,,,0.3657690928663531,0.3454374306179831,0.11363370811572054,1.022703373041485
7310,39.19999999999982,38.200000000000045,0.5791404385029695,0.1930468128343232,0.6274021417115503,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.923076923076923,0.3076923076923077,,,,,,0.3657306663678767,0.3455519381246817,0.0482617032085808,0.4343553288772272
7315,39.69999999999982,38.200000000000045,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7320,-8.900000000000007,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7325,-8.40000000000001,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.1384921449076094,3.0,,,,,,,,0.3657022986197591,0.3455861539029749,0.0,0.0
7330,-7.900000000000013,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.1867280215817997,48.0,,,,,,,,0.3657022986197591,0.3452053048706979,0.0,0.0
7335,-7.400000000000013,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5.542701561077385,73.0,,,,,,,,0.3657022986197591,0.3436248073013597,0.0,0.0
7340,-6.900000000000015,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11.12010965241154,73.0,,,,,,,,0.3657022986197591,0.3416061805957695,0.0,0.0
7345,-6.400000000000016,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16.54443676719701,73.0,,,,,,,,0.3657022986197591,0.3396484475584937,0.0,0.0
7350,-5.900000000000018,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23.364968872271124,116.0,,,,,,,,0.3657022986197591,0.337194562397329,0.0,0.0
7355,-5.400000000000019,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,30.975627206525488,116.0,,,,,,,,0.3657022986197591,0.3344667301180238,0.0,0.0
7360,-4.900000000000022,38.30000000000005,0.006264269409832423,0.0,0.02505707763932969,4.0,0,0,0,0,0,0,0,0,38.05774907401335,124.0,0.25,0.0,,,,,,0.36570343154808826,0.3319349241592218,0.01879280822949727,0.02505707763932969
7365,-4.400000000000024,38.30000000000005,0.04406784019302847,0.0,0.2107466267011531,5.0,0,0,0,0,0,0,0,0,45.25118980903815,143.0,0.20910341903369287,0.0,,,,,,0.3657118273440437,0.3293521417194079,0.16667878650812462,0.2107466267011531
7370,-3.900000000000025,38.30000000000005,0.07558076929693243,0.0,0.3699369216041372,5.0,0,0,0,0,0,0,0,0,51.963054565047045,167.0,0.2043071801787064,0.0,,,,,,0.3657190250636039,0.3269533684934167,0.29435615230720474,0.3699369216041372
7375,-3.400000000000027,38.30000000000005,0.26661159242249016,0.13229509678188173,1.141119730312459,20.0,0,0,0,0,0,0,0,0,58.299885409309816,179.0,0.2336403318076773,0.11593445741723962,,,,,,0.3657538946060662,0.3246157865636091,0.8745081378899686,1.008824633530577
7380,-2.9000000000000288,38.30000000000005,0.4893348770400051,0.2903114333446549,2.0107761863818614,20.0,0,0,0,0,0,0,0,0,62.880245656036145,179.0,0.2433562125680937,0.14437779565463912,,,,,,0.3657932183881825,0.32289088685779577,1.521441309341856,1.720464753037206
7385,-2.4000000000000306,38.30000000000005,0.6824493180489911,0.4324557724173813,2.7605911592292136,20.0,0,0,0,0,0,0,0,0,65.33780522140816,179.0,0.2472112959455895,0.15665332078297586,,,,,,0.36582712466184697,0.3219305454741744,2.0781418411802237,2.3281353868118333
7390,-1.9000000000000323,38.30000000000005,0.8420628341992655,0.5559558591430691,3.3754885131758816,20.0,0,0,0,0,0,0,0,0,65.57607727576821,179.0,0.2494639904453408,0.16470382197212374,,,,,,0.3658549310178835,0.3217670059646943,2.533425678976616,2.8195326540328134
7395,-1.4000000000000343,38.30000000000005,0.9643294469526188,0.6578586455038352,3.8407008157072813,20.0,0,0,0,0,0,0,0,0,63.670533595442976,179.0,0.2510816367181763,0.17128609518695034,,,,,,0.3658759690402098,0.3223750604800655,2.876371368754662,3.182842170203445
7400,-0.9000000000000359,38.30000000000005,1.0457465552376903,0.7352430632826206,4.142872387993246,20.0,0,0,0,0,0,0,0,0,59.81843937519452,179.0,0.2524206534259764,0.17747181047948302,,,,,,0.3658896342416411,0.3236893424476242,3.097125832755556,3.4076293247106246
7405,15.799999999999905,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7410,21.19999999999989,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7415,21.699999999999882,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7420,22.199999999999882,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7425,22.699999999999882,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.027559069083335087,1.0,,,,,,,,0.3657022986197591,0.3456264701310776,0.0,0.0
7430,23.199999999999875,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.11297187356904966,1.0,,,,,,,,0.3657022986197591,0.3455954284973149,0.0,0.0
7435,23.699999999999875,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.1980579920087972,1.0,,,,,,,,0.3657022986197591,0.3455645068994145,0.0,0.0
7440,26.69999999999987,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3.717721853483007,35.0,,,,,,,,0.3657022986197591,0.3442865538379415,0.0,0.0
7445,27.19999999999986,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6.725513465539205,35.0,,,,,,,,0.3657022986197591,0.34319623782803976,0.0,0.0
7450,27.69999999999986,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9.707752669695696,35.0,,,,,,,,0.3657022986197591,0.3421168148943227,0.0,0.0
7455,28.19999999999986,38.30000000000005,0.35415318362859605,0.06966714015554851,0.3794259957835959,60.0,0,0,0,0,0,0,0,0,12.64581924630167,35.0,0.9333919856945856,0.18361193204928133,,,,,,0.36571945410983697,0.3410041686479998,0.025272812154999883,0.3097588556280474
7460,28.69999999999986,38.30000000000005,4.6782127250085885,0.9190242747222226,5.0123496868396655,60.0,0,0,0,0,0,0,0,0,15.523839129308715,35.0,0.9333372604253092,0.1833519870202185,,,,,,0.3659289560951981,0.3393464816625619,0.3341369618310757,4.093325412117442
7465,29.19999999999986,38.30000000000005,8.903940290407801,1.749064001085006,9.539918206671071,60.0,0,0,0,0,0,0,0,0,18.342080782837893,35.0,0.9333350766237656,0.18334161396288712,,,,,,0.3661337429114293,0.3377282493697403,0.6359779162632695,7.790854205586065
7470,29.699999999999854,38.30000000000005,13.002186679530945,2.5540599908741,13.930900408681856,60.0,0,0,0,0,0,0,0,0,21.098108245153195,35.0,0.93333426398109,0.1833377539101771,,,,,,0.3663323980053868,0.3361542780996324,0.9287137291509112,11.376840417807756
7475,30.199999999999854,38.30000000000005,17.082338317582575,3.3759887364855485,18.30427800557716,73.0,0,0,0,0,0,0,0,0,23.767210444755047,35.0,0.9332429453037008,0.18443714280655668,,,,,,0.3665303018245778,0.3346173713455909,1.2219396879945823,14.928289269091605
7480,30.699999999999854,38.30000000000005,21.611367419923948,4.378190789653641,23.166605959366564,73.0,0,0,0,0,0,0,0,0,26.284782230534052,35.0,0.9328672252564552,0.18898714802387706,,,,,,0.3667503844664151,0.3330733371824243,1.5552385394426191,18.788415169712923
7485,31.199999999999854,38.30000000000005,25.80076695189053,5.3085265150515415,27.6645987275739,73.0,0,0,0,0,0,0,0,0,28.50081692262408,35.0,0.9326275506817436,0.19188879503827466,,,,,,0.3669540257765358,0.33168839344348405,1.863831775683372,22.35607221252236
7490,31.699999999999854,38.30000000000005,29.534355048522073,6.142894143361863,31.67366466209315,73.0,0,0,0,0,0,0,0,0,30.02116432406416,35.0,0.9324577804180838,0.19394327144953447,,,,,,0.36713557155088394,0.3306181638994424,2.139309613571076,25.530770518731288
7495,32.199999999999854,38.30000000000005,32.66125998526625,6.850041559165722,35.032014891600554,73.0,0,0,0,0,0,0,0,0,29.28272677684039,35.0,0.9323260476546916,0.1955366135907907,,,,,,0.36728767946105584,0.3304379350030965,2.3707549063343096,28.18197333243484
7500,32.699999999999854,38.30000000000005,35.00386297356281,7.393082567355317,37.549169311807546,73.0,0,0,0,0,0,0,0,0,27.164017349898447,35.0,0.9322140440149668,0.19689070897849448,,,,,,0.3674017048827097,0.3308594955527788,2.5453063382447434,30.15608674445224
7505,33.199999999999854,38.30000000000005,36.389300596850816,7.735692161655773,39.03970960528122,73.0,0,0,0,0,0,0,0,0,24.60430635592907,35.0,0.9321099199961296,0.19814932641326047,,,,,,0.36746923236203055,0.3315739017622975,2.6504090084304117,31.30401744362545
7510,33.69999999999984,38.30000000000005,36.70383558579896,7.852900861122439,39.38154393643552,73.0,0,0,0,0,0,0,0,0,21.83612734800079,35.0,0.9320060088309752,0.19940561177077146,,,,,,0.3674847195673314,0.3325153143960681,2.677708350636564,31.52864307531309
7515,34.19999999999984,38.30000000000005,35.938836923788706,7.740407904106983,38.56519679351344,73.0,0,0,0,0,0,0,0,0,19.019266573597065,34.0,0.9318981857194494,0.2007096695383361,,,,,,0.3674477344559173,0.3336288630356312,2.626359869724737,30.824788889406467
7520,34.69999999999984,38.30000000000005,34.18886678019501,7.414662402571273,36.69179970853578,73.0,0,0,0,0,0,0,0,0,16.169762177240017,34.0,0.9317849506368449,0.20207955078437773,,,,,,0.3673628649429714,0.33489623174464545,2.502932928340768,29.277137305964512
7525,35.199999999999825,38.30000000000005,31.60619759599494,6.904441602185716,33.92440387466866,73.0,0,0,0,0,0,0,0,0,13.284044318764794,34.0,0.9316655264676668,0.20352433097111128,,,,,,0.3672375101220434,0.3362978611330657,2.3182062786737254,27.01996227248295
7530,35.699999999999825,38.30000000000005,28.3523296704882,6.241653529314193,30.43606237283925,73.0,0,0,0,0,0,0,0,0,10.37500382035033,34.0,0.9315373757345644,0.20507427842847906,,,,,,0.3670795241808024,0.3378068486508585,2.0837327023510563,24.194408843525057
7535,36.199999999999825,38.30000000000005,24.571046629283913,5.455989386513588,26.38095581956373,73.0,0,0,0,0,0,0,0,0,7.450177589252133,34.0,0.9313933428849605,0.2068154552030108,,,,,,0.3668959055123261,0.3394005459011063,1.809909190279812,20.924966433050137
7540,36.699999999999825,38.30000000000005,20.380295352385552,4.5729277883374175,21.885657337020206,73.0,0,0,0,0,0,0,0,0,4.514237725989184,34.0,0.9312169627142844,0.20894633037145205,,,,,,0.3666923997312331,0.3410608480983643,1.5053619846346555,17.312729548682785
7545,37.199999999999825,38.30000000000005,15.873003293150196,3.6133772280069008,17.04996324898233,73.0,0,0,0,0,0,0,0,0,1.5702249225508509,34.0,0.9309699417737818,0.21192873997676065,,,,,,0.3664735370401134,0.34277367244993256,1.1769599558321335,13.43658602097543
7550,37.699999999999825,38.30000000000005,11.120794202565355,2.5939890029218406,11.950838031266384,73.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9305451361210464,0.21705498778707533,,,,,,0.3662428111691326,0.3440276852693508,0.8300438287010289,9.356849028344543
7555,38.199999999999825,38.30000000000005,6.178199486780135,1.527750746001464,6.646906216361376,73.0,0,0,0,0,0,0,0,0,0.0,0.0,0.929484979278402,0.2298438846994564,,,,,,0.366002883267615,0.3447412524425856,0.4687067295812413,5.11915547035991
7560,38.699999999999825,38.30000000000005,1.5449310863941048,0.514977028798035,1.6736753435936136,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.923076923076923,0.3076923076923077,,,,,,0.36577797528304623,0.3454109650902216,0.12874425719950874,1.1586983147955787
7565,39.19999999999982,38.30000000000005,0.7488922875862868,0.24963076252876226,0.8112999782184773,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9230769230769232,0.3076923076923077,,,,,,0.3657389814148492,0.3455271580822837,0.062407690632190566,0.5616692156897151
7570,39.69999999999982,38.30000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7575,-9.200000000000006,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7580,-8.700000000000008,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.04389859318833407,3.0,,,,,,,,0.3657022986197591,0.34562053174493274,0.0,0.0
7585,-8.20000000000001,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2626426922933856,3.0,,,,,,,,0.3657022986197591,0.3455410367024651,0.0,0.0
7590,-7.7000000000000135,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3.3566760867359178,56.0,,,,,,,,0.3657022986197591,0.34441754249953216,0.0,0.0
7595,-7.2000000000000135,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8.550923180113674,73.0,,,,,,,,0.3657022986197591,0.3425353366004587,0.0,0.0
7600,-6.7000000000000135,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,14.135213268366995,73.0,,,,,,,,0.3657022986197591,0.3405173062470486,0.0,0.0
7605,-6.200000000000018,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,20.405866190102575,100.0,,,,,,,,0.3657022986197591,0.33825811813451834,0.0,0.0
7610,-5.700000000000019,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.11348033740003,116.0,,,,,,,,0.3657022986197591,0.3354913025955362,0.0,0.0
7615,-5.2000000000000215,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.668044146960185,116.0,,,,,,,,0.3657022986197591,0.3327903459033269,0.0,0.0
7620,-4.7000000000000215,38.40000000000005,0.041991132367487013,0.0,0.1992867110153593,5.0,0,0,0,0,0,0,0,0,43.47896811004099,143.0,0.21070713723731785,0.0,,,,,,0.3657113091912825,0.3299829865848762,0.15729557864787228,0.1992867110153593
7625,-4.200000000000024,38.40000000000005,0.07807160925789856,0.0,0.3812252799074885,5.0,0,0,0,0,0,0,0,0,50.79270096978937,167.0,0.20479127007748307,0.0,,,,,,0.36571953546406494,0.3273658750176257,0.3031536706495899,0.3812252799074885
7630,-3.7000000000000255,38.40000000000005,0.20896191758146385,0.08069583937167818,0.9243740845880232,20.0,0,0,0,0,0,0,0,0,58.165578063253925,179.0,0.22605774119532399,0.08729781667088045,,,,,,0.3657440941656616,0.3246914231771894,0.7154121670065738,0.8436782452163606
7635,-3.2000000000000286,38.40000000000005,0.4517923337506745,0.2497872695855693,1.8751470150049168,20.0,0,0,0,0,0,0,0,0,64.09148792471893,179.0,0.2409370199432015,0.13320943242677655,,,,,,0.36578708544411065,0.32248314760643626,1.4233546812542428,1.6253597454193518
7640,-2.700000000000029,38.40000000000005,0.6672058964177425,0.404618840359756,2.7145211712450097,20.0,0,0,0,0,0,0,0,0,67.96511646420939,179.0,0.24579137694171305,0.1490571687728552,,,,,,0.3658250413607272,0.3210156151342362,2.0473152748272674,2.3099023308852544
7645,-2.2000000000000317,38.40000000000005,0.8512259600675952,0.5424925574708863,3.4270024168896938,20.0,0,0,0,0,0,0,0,0,69.56948202876202,179.0,0.2483879077156174,0.1582994382487906,,,,,,0.36585726057565376,0.3203614960386598,2.575776456822099,2.884509859418808
7650,-1.700000000000033,38.40000000000005,0.999750484880453,0.660407519935354,3.996770633975712,20.0,0,0,0,0,0,0,0,0,68.879792095154,179.0,0.2501395692767014,0.16523528128468715,,,,,,0.3658830270084436,0.320528906535318,2.997020149095258,3.3363631140403567
7655,-1.2000000000000348,38.40000000000005,1.1088009329820026,0.7552142618464619,4.4086086361837635,20.0,0,0,0,0,0,0,0,0,66.05050975789227,179.0,0.2515081343082921,0.17130444640697345,,,,,,0.36590165189519097,0.3214663598549612,3.2998077032017616,3.6533943743373016
7660,-0.7000000000000366,38.40000000000005,1.174880508784107,0.8238854221485107,4.6492233305319415,20.0,0,0,0,0,0,0,0,0,61.33248856132741,179.0,0.25270468318192896,0.1772092591762516,,,,,,0.3659125335958493,0.3230909675469388,3.4743428217478347,3.8253379083834314
7665,15.899999999999904,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7670,21.099999999999884,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7675,21.59999999999988,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7680,22.09999999999988,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,0.3657022986197591,0.3456364862230488,0.0,0.0
7685,22.59999999999988,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.014783153219650787,1.0,,,,,,,,0.3657022986197591,0.3456311134039929,0.0,0.0
7690,23.09999999999988,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.1005383708639024,1.0,,,,,,,,0.3657022986197591,0.3455999471318634,0.0,0.0
7695,23.59999999999988,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.18605717673932667,1.0,,,,,,,,0.3657022986197591,0.3455688681002905,0.0,0.0
7700,26.79999999999988,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4.264854372154815,35.0,,,,,,,,0.3657022986197591,0.3440880973643006,0.0,0.0
7705,27.299999999999862,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.260967307483049,35.0,,,,,,,,0.3657022986197591,0.3430023102188796,0.0,0.0
7710,27.799999999999862,38.40000000000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,10.22710093472682,35.0,,,,,,,,0.3657022986197591,0.34192900316208863,0.0,0.0
7715,28.299999999999862,38.40000000000005,1.7861730798625868,0.35096006080160513,1.9137322514225137,60.0,0,0,0,0,0,0,0,0,13.13948531671296,35.0,0.933345340517144,0.1833903674564349,,,,,,0.3657888302051661,0.3406205582954579,0.12755917155992666,1.5627721906209089
7720,28.79999999999985,38.40000000000005,6.1345329361006415,1.2050905163153118,6.572691983567702,60.0,0,0,0,0,0,0,0,0,15.98196845809572,35.0,0.9333364398388824,0.18334808923469145,,,,,,0.36599952659446056,0.3389730962547932,0.4381590474670609,5.367601467252392
7725,29.29999999999985,38.40000000000005,10.386673711191172,2.0403185176463268,11.128560378943934,60.0,0,0,0,0,0,0,0,0,18.75899386021674,35.0,0.9333348930598004,0.18334074203405148,,,,,,0.3662056103854559,0.3373667716750353,0.7418866677527668,9.088241861297613
7730,29.79999999999985,38.40000000000005,14.512849579070522,2.850800487007468,15.549467062018238,60.0,0,0,0,0,0,0,0,0,21.464520621649093,35.0,0.93333421146762,0.183337504471195,,,,,,0.3664056360325661,0.33580775379834243,1.0366174829477155,12.698666575010767
7735,30.29999999999985,38.40000000000005,18.948467869648773,3.787382787568224,20.307600150749305,73.0,0,0,0,0,0,0,0,0,24.064902909022997,35.0,0.9330727278944192,0.1865007563401566,,,,,,0.36662097108151337,0.33424518993499297,1.3591322811005313,16.520217363181082
7740,30.79999999999985,38.40000000000005,23.506743954896002,4.79589571940655,25.201313606892803,73.0,0,0,0,0,0,0,0,0,26.48336524704508,35.0,0.9327586776455448,0.1903034022041941,,,,,,0.3668424975627992,0.332733221300665,1.6945696519968003,20.40541788748625
7745,31.29999999999985,38.40000000000005,27.716344950726427,5.73070468186397,29.72099512546104,73.0,0,0,0,0,0,0,0,0,28.566255920705608,35.0,0.9325510412328928,0.1928167161857463,,,,,,0.3670471425250781,0.3313935302853623,2.0046501747346146,23.990290443597054
7750,31.79999999999985,38.40000000000005,31.45062082175514,6.5655825440316296,33.730831201402104,73.0,0,0,0,0,0,0,0,0,29.98066721070677,35.0,0.932399816475552,0.1946463312697352,,,,,,0.36722874252587584,0.3303613385656369,2.2802103796469577,27.165248657370466
7755,32.299999999999855,38.40000000000005,34.54268421916159,7.2660265449821635,37.051864251641156,73.0,0,0,0,0,0,0,0,0,28.597944966148592,35.0,0.9322792500955354,0.19610420937619424,,,,,,0.3673791761176673,0.3304151139851984,2.5091800324795583,29.785837706659002
7760,32.79999999999984,38.40000000000005,36.795566144967715,7.7912005637078705,39.47286868977082,73.0,0,0,0,0,0,0,0,0,26.39286824086081,35.0,0.9321736009144704,0.19738115881420387,,,,,,0.3674888571886875,0.3308800698402253,2.677302544803106,31.681668126062952
7765,33.29999999999984,38.40000000000005,38.02284838755053,8.101923979040594,40.793886077483656,73.0,0,0,0,0,0,0,0,0,23.83229487567468,35.0,0.9320722305134196,0.19860632947917364,,,,,,0.3675487102835152,0.33161719423460523,2.771037689933136,32.69196209844306
7770,33.79999999999984,38.40000000000005,38.11597483367662,8.17403039250862,40.89835684850164,73.0,0,0,0,0,0,0,0,0,21.081101571731825,35.0,0.931968366721145,0.1998620732560821,,,,,,0.3675534438541528,0.3325840041402601,2.7823820148250085,32.724326455993015
7775,34.29999999999984,38.40000000000005,37.09249556249613,8.008184348213158,39.804841269762186,73.0,0,0,0,0,0,0,0,0,18.296128265155946,34.0,0.9318588990498876,0.2011861897385981,,,,,,0.3675038979285063,0.3337229960065855,2.712345707266071,31.796656921549047
7780,34.79999999999984,38.40000000000005,35.07938984304525,7.627151254644509,37.64919933354229,73.0,0,0,0,0,0,0,0,0,15.463860933908515,34.0,0.9317433162992244,0.2025846867837466,,,,,,0.3674062364827893,0.3350218381697587,2.569809490497033,30.022048078897786
7785,35.29999999999984,38.40000000000005,32.25201967352064,7.06438802501283,34.61923388101519,73.0,0,0,0,0,0,0,0,0,12.593008118578215,34.0,0.9316214155509462,0.20405962908632888,,,,,,0.367268982172544,0.3364533227495586,2.3672142074945457,27.55484585600236
7790,35.79999999999984,38.40000000000005,28.782316106686274,6.354175716735772,30.89920211274557,73.0,0,0,0,0,0,0,0,0,9.696718073379056,34.0,0.9314905932413672,0.20564206459281825,,,,,,0.3671004979975786,0.3379889577649912,2.116886006059295,24.545026396009803
7795,36.29999999999984,38.40000000000005,24.816076285719923,5.526997798366795,26.645476490829648,73.0,0,0,0,0,0,0,0,0,6.782907672972168,34.0,0.9313429352355796,0.2074272456816066,,,,,,0.3669078820556352,0.3396056457864757,1.8294002051097296,21.11847869246285
7800,36.79999999999983,38.40000000000005,20.469235238195285,4.608281661847178,21.98250445130799,73.0,0,0,0,0,0,0,0,0,3.856592519693916,34.0,0.9311602908365312,0.20963406021614514,,,,,,0.3666967835772556,0.34128541649409794,1.5132692131127046,17.374222789460813
7805,37.29999999999983,38.40000000000005,15.831182473354495,3.618463442569931,17.006310976316122,73.0,0,0,0,0,0,0,0,0,0.9210912935784634,34.0,0.930900446040404,0.2127718026331044,,,,,,0.3664715615964374,0.3430145654134604,1.1751285029616259,13.387847533746193
7810,37.79999999999983,38.40000000000005,10.96967460421024,2.573535550374873,11.789725904520708,73.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9304435652744036,0.2182862919135435,,,,,,0.3662355221461565,0.3440493502294417,0.8200513003104676,9.216190354145835
7815,38.29999999999983,38.40000000000005,5.935602570094272,1.4857841407166297,6.387474428306406,73.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9292565687293176,0.23260901587837346,,,,,,0.3659911493525323,0.34477617322377624,0.4518718582121351,4.901690287589777
7820,38.79999999999983,38.40000000000005,1.5641378496336789,0.5213792832112263,1.6944826704364857,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.923076923076923,0.3076923076923077,,,,,,0.3657789161458563,0.34540816182260875,0.13034482080280654,1.1731033872252592
